,Unnamed: 0,Source 1,Source 1.1,Therapeutic Area in CTMS,TA Code in Directory,Compound,Study,DPN(Compound-Study),Exist in File Size Extract,new studies,Study Status,DM CRO for AWS SAS,Snapshot Flag,Other Flag,Status,Phase,Protocol Approval,FPFV,LPLV Final,Last DBL,Final CSR,Data Scenario
535,875,A,A,Immunoscience,jN,741,33,jN741-033,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase I,10/12/2019,16/01/2020,04/01/2021,05/03/2021,01/11/2021,7
536,876,A,A,Immunoscience,jN,255,238,jN255-238,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,21/09/2018,10/12/2018,11/02/2019,27/03/2019,15/04/2020,7
537,877,A,A,Oncology,DN,944,661,DN944-661,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,26/06/2018,11/09/2018,12/09/2023,24/10/2023,17/04/2024,6
538,878,A,A,Cardiovascular,gt,967,661,gt967-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,26/05/2009,01/09/2009,02/04/2010,29/06/2010,01/03/2011,1d
539,879,A,A,Oncology,DN,53,375,DN053-375,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,03/11/2017,20/02/2018,28/09/2022,16/11/2022,02/03/2023,6
540,880,A,A,Immunoscience,jN,840,33,jN840-033,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,03/01/2008,26/03/2008,30/09/2009,09/11/2009,21/05/2010,1d
541,881,A,A,Neuroscience,JB,526,179,JB526-179,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,05/07/2015,15/12/2015,04/08/2020,14/09/2020,09/03/2021,1c
542,882,A,A,Virology,lo,672,733,lo672-733,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/02/2009,31/03/2009,22/09/2009,22/01/2010,13/09/2010,1d
543,883,A,A,Virology,lo,672,572,lo672-572,Yes,,Not Applicable,Not Available,*Closed,Not Available,Planned,Phase I,14/02/2014,16/03/2014,14/07/2014,25/08/2014,02/01/2015,7
544,884,A,A,Oncology,DN,171,237,DN171-237,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,03/07/2019,01/10/2019,18/08/2022,30/09/2022,06/12/2022,6
545,885,A,A,Oncology,DN,419,839,DN419-839,Yes,,Not Applicable,Yes,Active,eDM-SDTM,Active,Phase IIA,29/08/2016,02/02/2017,18/01/2023,15/03/2023,07/07/2023,1b
546,886,A,A,Virology,lo,666,841,lo666-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,03/03/2008,15/05/2008,29/06/2009,30/11/2009,13/07/2010,1d
547,887,A,A,Immunoscience,jN,533,138,jN533-138,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIA,05/05/2016,25/10/2016,24/07/2017,26/09/2017,13/03/2018,1c
548,888,A,A,Virology,lo,846,656,lo846-656,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/01/2009,22/09/2009,08/02/2011,16/02/2012,13/06/2012,1d
549,889,A,A,Virology,lo,672,950,lo672-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/03/2008,19/05/2008,25/06/2009,18/09/2009,13/05/2010,1d
550,890,A,A,Oncology,DN,53,428,DN053-428,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I,09/09/2011,09/02/2012,18/05/2021,30/06/2021,08/09/2021,1c
551,891,A,A,Cardiovascular,gt,62,204,gt062-204,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,22/12/2008,17/03/2009,04/03/2011,23/03/2011,06/07/2011,1d
552,892,A,A,Neuroscience,JB,800,389,JB800-389,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,18/02/2011,07/04/2011,19/06/2011,23/09/2011,18/06/2012,1d
553,893,A,A,Virology,lo,45,508,lo045-508,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,24/01/2012,18/06/2012,20/12/2012,07/03/2013,28/07/2013,2a
554,894,A,A,Oncology,DN,926,661,DN926-661,No,,Not Applicable,Not Available,Active,Not Available,Planned,Phase IIB,24/04/2020,17/05/2020,04/02/2021,18/03/2021,18/06/2021,7
555,895,A,A,Oncology,DN,623,661,DN623-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,18/07/2005,09/12/2005,17/09/2009,23/11/2009,17/09/2010,1d
556,896,A,A,Metabolics,Tb,397,479,Tb397-479,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,17/01/2011,28/02/2011,12/03/2012,25/04/2012,12/09/2012,1d
557,897,A,A,Metabolics,Tb,397,695,Tb397-695,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,03/06/2009,10/10/2009,26/09/2011,24/11/2011,13/04/2012,1d
558,898,A,A,Oncology,DN,53,186,DN053-186,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase II,03/10/2014,19/02/2015,01/11/2021,09/01/2023,20/04/2023,7
559,899,A,A,Oncology,DN,53,216,DN053-216,Yes,,Not Applicable,Not Available,Active,Not Available,Planned,Phase IV,06/02/2020,30/10/2020,31/10/2023,01/02/2024,30/05/2024,6
560,900,A,A,Oncology,DN,53,265,DN053-265,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,18/10/2016,04/03/2017,30/06/2024,13/08/2024,20/11/2024,1c
561,901,A,A,Cardiovascular,gt,62,306,gt062-306,Yes,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase I/II,27/04/2010,28/02/2011,10/05/2013,14/02/2014,02/10/2014,1d
562,902,A,A,Oncology,DN,53,380,DN053-380,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,31/07/2015,07/12/2015,30/12/2021,14/02/2022,24/05/2022,1c
563,903,A,A,Virology,lo,45,950,lo045-950,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,23/07/2009,01/01/2010,03/12/2012,16/01/2013,01/05/2013,1d
564,904,A,A,Oncology,DN,53,149,DN053-149,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,26/12/2017,30/11/2018,30/11/2022,13/01/2023,25/04/2023,7
565,905,A,A,Metabolics,gt,470,910,gt470-910,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase III,23/03/2006,19/06/2006,03/11/2008,18/12/2008,27/10/2009,1d
566,906,A,A,Virology,lo,166,980,lo166-980,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIA,16/10/2009,07/12/2009,19/02/2014,07/04/2014,12/11/2014,1d
567,907,A,A,Immunoscience,jN,342,247,jN342-247,Yes,,Not Applicable,Not Available,Active,eMOM,Active,Phase IIA,05/10/2015,09/03/2016,28/01/2020,15/05/2020,15/07/2020,1a
568,908,A,A,Immunoscience,jN,342,557,jN342-557,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,31/08/2011,10/10/2011,11/02/2012,13/03/2012,19/09/2012,2a
569,909,A,A,Oncology,DN,123,61,DN123-061,Yes,,Not Applicable,Not Available,Active,eDM-SDTM,Active,Phase I/II,02/12/2015,22/02/2016,01/04/2022,01/04/2022,31/10/2023,1b
570,910,A,A,Oncology,DN,739,661,DN739-661,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,09/04/2019,06/09/2019,13/04/2024,28/05/2024,14/11/2024,6
571,911,A,A,Neuroscience,JB,800,33,JB800-033,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/03/2010,24/05/2010,15/07/2010,19/08/2010,15/07/2011,1d
572,912,A,A,Oncology,DN,53,386,DN053-386,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II/III,26/07/2019,18/10/2019,28/04/2022,09/06/2022,26/09/2022,6
573,913,A,A,Oncology,DN,638,950,DN638-950,Yes,,Not Applicable,Not Available,*Closed,eDM-SDTM,Active,Phase I/II,29/04/2016,17/06/2016,14/10/2024,12/12/2024,03/03/2025,1b
574,914,A,A,Neuroscience,JB,800,908,JB800-908,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,16/03/2011,11/04/2011,14/06/2011,27/07/2011,11/06/2012,1d
575,915,A,A,Immunoscience,jN,982,841,jN982-841,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,25/04/2012,09/07/2012,28/04/2015,07/08/2015,14/01/2016,2c
576,916,A,A,Oncology,DN,171,695,DN171-695,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase II,19/07/2018,31/10/2019,30/09/2024,11/11/2024,25/02/2025,7
577,917,A,A,Oncology,DN,53,138,DN053-138,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,09/04/2019,05/11/2019,30/09/2024,11/11/2024,27/01/2025,6
578,918,A,A,Oncology,DN,123,951,DN123-951,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,25/06/2018,06/11/2018,15/01/2025,28/02/2025,02/06/2025,6
579,919,A,A,Virology,lo,672,373,lo672-373,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,26/08/2009,19/10/2009,08/02/2010,06/04/2010,15/09/2010,1d
580,920,A,A,Cardiovascular,gt,62,557,gt062-557,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,06/03/2014,25/03/2014,08/05/2014,04/09/2014,28/01/2015,2a
581,921,A,A,Oncology,DN,617,428,DN617-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I/II,18/09/2014,10/04/2015,04/06/2019,10/09/2019,31/03/2020,1c
582,922,A,A,Oncology,DN,53,7,DN053-007,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,21/05/2019,15/09/2020,16/07/2026,27/10/2026,12/01/2027,6
583,923,A,A,Metabolics,Tb,803,61,Tb803-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,31/03/2010,29/06/2010,22/12/2010,14/03/2011,23/12/2011,1d
584,924,A,A,Oncology,DN,649,61,DN649-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,25/06/2012,16/10/2012,03/03/2018,26/06/2018,30/10/2018,1c
585,925,A,A,Oncology,DN,53,687,DN053-687,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,14/02/2014,29/05/2014,18/05/2021,29/06/2021,18/04/2022,1c
586,926,A,A,Oncology,DN,53,986,DN053-986,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,20/12/2017,02/08/2018,15/09/2024,25/10/2024,30/01/2026,6
587,927,A,A,Immunoscience,jN,741,953,jN741-953,No,,Not Applicable,Not Available,Active,Not Available,Planned,Phase IIB,06/12/2019,16/02/2021,21/12/2023,05/02/2024,14/05/2024,7
588,928,A,A,Oncology,DN,123,411,DN123-411,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,30/08/2017,30/11/2017,02/07/2020,14/09/2020,01/02/2021,6
589,929,A,A,Oncology,DN,53,324,DN053-324,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase II,10/07/2013,24/10/2013,24/10/2022,08/12/2022,14/03/2023,1c
590,930,A,A,Oncology,DN,53,307,DN053-307,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIB,21/10/2016,31/10/2018,31/10/2023,14/12/2023,27/03/2024,6
591,931,A,A,Oncology,DN,255,661,DN255-661,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase I/II,13/03/2015,19/06/2015,18/12/2023,15/12/2025,11/12/2023,1c
592,932,A,A,Oncology,DN,53,344,DN053-344,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIIB,28/07/2016,17/11/2016,25/10/2019,23/12/2019,24/07/2020,1c
593,933,A,A,Immunoscience,jN,629,916,jN629-916,Yes,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase I,10/06/2019,16/07/2019,16/10/2019,26/11/2019,20/08/2020,7
594,934,A,A,Oncology,DN,53,306,DN053-306,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase I,25/03/2013,07/01/2016,03/09/2021,15/10/2021,09/02/2022,1c
595,935,A,A,Oncology,DN,587,841,DN587-841,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,06/12/2017,08/03/2018,14/03/2025,25/04/2025,03/09/2025,6
596,936,A,A,Oncology,DN,53,325,DN053-325,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,16/05/2019,28/10/2019,04/04/2025,16/05/2025,23/04/2025,6
597,937,A,A,Immunoscience,jN,629,373,jN629-373,Yes,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase I,05/04/2019,20/05/2019,07/08/2019,23/09/2019,04/08/2020,7
598,938,A,A,Immunoscience,jN,629,801,jN629-801,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I,23/04/2020,26/08/2020,10/02/2022,23/03/2022,01/07/2022,6
599,939,A,A,Oncology,DN,163,350,DN163-350,No,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase IIA,16/04/2012,16/11/2012,03/07/2019,21/08/2019,03/03/2020,1c
600,940,A,A,Oncology,DN,774,661,DN774-661,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,23/01/2018,05/04/2018,07/10/2023,13/11/2023,12/11/2025,6
601,941,A,A,Virology,lo,166,373,lo166-373,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/07/2010,08/09/2010,17/12/2010,09/03/2011,16/11/2011,1d
602,942,A,A,Cardiovascular,gt,90,841,gt090-841,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase I,27/11/2013,31/03/2014,09/02/2015,23/03/2015,23/02/2016,7
603,943,A,A,Immunoscience,jN,342,720,jN342-720,Yes,,Not Applicable,Not Available,Active,eMOM,Active,Phase III,05/02/2013,30/08/2013,31/03/2023,05/07/2023,30/11/2023,"1a,1c"
604,944,A,A,Immunoscience,jN,255,980,jN255-980,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase II,01/09/2016,16/11/2016,16/11/2017,01/02/2018,06/11/2018,1d
605,945,A,A,Immunoscience,jN,867,61,jN867-061,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,15/04/2015,20/05/2015,14/07/2015,01/09/2015,09/03/2016,2a
606,946,A,A,Immunoscience,jN,867,292,jN867-292,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,01/04/2016,02/05/2016,16/08/2016,14/10/2016,10/02/2017,2a
607,947,A,A,Immunoscience,jN,299,428,jN299-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,17/07/2017,16/08/2017,05/10/2017,02/11/2017,11/04/2018,7
608,948,A,A,Immunoscience,jN,867,916,jN867-916,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,20/06/2016,17/08/2016,14/09/2016,15/12/2016,30/05/2017,2a
609,949,A,A,Cardiovascular,gt,619,839,gt619-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,02/05/2011,31/05/2011,06/07/2011,03/08/2011,29/03/2012,1d
610,950,A,A,Metabolics,Tb,397,595,Tb397-595,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,22/12/2009,15/03/2010,19/12/2012,24/01/2012,16/05/2013,1d
611,951,A,A,Immunoscience,jN,299,661,jN299-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,09/02/2016,24/08/2016,16/08/2017,26/09/2017,27/07/2018,1c
612,952,A,A,Oncology,DN,53,744,DN053-744,Yes,,Not Applicable,Yes,Active,EMBARC,Active,Phase III,14/03/2016,10/08/2016,18/10/2021,01/12/2021,27/04/2022,1c
613,953,A,A,Immunoscience,jN,867,661,jN867-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,02/07/2014,15/09/2014,18/08/2015,20/10/2015,14/04/2016,1d
614,954,A,A,Oncology,DN,123,767,DN123-767,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,30/05/2018,30/08/2018,31/08/2023,13/10/2023,26/01/2024,7
615,955,A,A,Metabolics,Tb,192,854,Tb192-854,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,07/06/2018,19/10/2018,24/06/2019,31/07/2019,28/05/2020,7
616,956,A,A,Oncology,DN,53,927,DN053-927,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,15/03/2017,22/08/2017,16/07/2024,17/09/2024,19/03/2025,6
617,957,A,A,Virology,lo,208,450,lo208-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/05/2011,08/07/2011,05/10/2011,19/10/2011,16/07/2012,1d
618,958,A,A,Metabolics,Tb,995,841,Tb995-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/04/2009,10/08/2009,23/06/2011,21/07/2011,21/06/2012,1d
619,959,A,A,Immunoscience,jN,255,841,jN255-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,27/07/2015,14/10/2015,22/11/2016,26/01/2017,17/07/2017,1c
620,960,A,A,Oncology,DN,53,984,DN053-984,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIIB,12/12/2018,21/06/2019,19/04/2025,03/06/2025,11/09/2025,6
621,961,A,A,Virology,lo,166,839,lo166-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,23/09/2008,05/12/2008,12/08/2009,14/09/2009,17/05/2011,1d
622,962,A,A,Virology,lo,666,165,lo666-165,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,14/11/2013,09/04/2014,09/05/2014,20/06/2014,17/10/2014,1d
623,963,A,A,Immunoscience,jN,342,538,jN342-538,Yes,,Not Applicable,Not Available,Active,eMOM,Active,Phase III,12/05/2015,03/09/2015,21/03/2020,21/08/2020,29/01/2021,1a
624,964,A,A,Oncology,DN,53,226,DN053-226,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase II,11/05/2016,20/10/2016,15/06/2021,27/07/2021,03/05/2022,1c
625,965,A,A,Oncology,DN,741,179,DN741-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIA,18/10/2017,19/12/2017,15/12/2020,09/02/2021,01/11/2022,6
626,966,A,A,Immunoscience,jN,840,428,jN840-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/09/2010,15/10/2010,30/11/2010,23/12/2010,16/08/2011,1d
627,967,A,A,Metabolics,Tb,323,61,Tb323-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,16/10/2009,12/05/2010,24/01/2011,28/03/2011,21/12/2011,1d
628,968,A,A,Immunoscience,jN,867,324,jN867-324,Yes,,Not Applicable,Yes,Active,Not Available,Clinically Complete,Phase I,19/04/2016,17/05/2016,25/10/2016,09/05/2017,10/09/2018,1d
